Language	ISO 639-3	hh.bib key	ideophone (prop)	ideophone (freq)	all (freq)	idêophone (prop)	idêophone (freq)	all (freq)
Dhudhuroa	NOCODE_Dhudhuroa	s:BlakeReid:Dhudhuroa	0	0	11837	0	0	11837
Eastern Newari	NOCODE_Dolakha-Newari	g:Genetti:Dolakha-Newar	0	0	13191	0	0	13191
Eastern Newari	NOCODE_Dolakha-Newari	s:Genetti:Dolakha	0	0	6778	0	0	6778
Eastern Newari	NOCODE_Dolakha-Newari	g:Genetti:Dolakha-Newari	0	0	84014	0	0	84014
Dzubukua	NOCODE_Dzubukua	g:deQueiroz:Dzubukua	0	0	105428	0	0	105428
Early East African Pidgin Arabic	NOCODE_Early-East-African-Pidgin-Arabic	s:KayeTosco:Early-East-African-Pidgin-Arabic	0	0	12325	0	0	12325
Eastern Kikongo	NOCODE_Eastern-Kikongo	s:Anonymous:Kikongo	0	0	34541	0	0	34541
Efatese	NOCODE_Efatese	s:MacDonald:Hebrides	0	0	14436	0	0	14436
Egbuta	NOCODE_Egbuta	s:Mangulu:Egbuta	4.53E-05	1	22081	0	0	22081
Enga Sign Language	NOCODE_Enga-Sign	s:Kendon:Enga-Sign	0	0	55763	0	0	55763
Eudeve	NOCODE_Eudeve	s:Shaul:Eudeve	0	0	11354	0	0	11354
Eudeve	NOCODE_Eudeve	sd:Lionnet:Eudeve	0	0	44954	0	0	44954
Eudeve	NOCODE_Eudeve	s:Smith:Heve	0	0	12088	0	0	12088
Ewondo Populaire	NOCODE_Ewondo-Populaire	s:Alexandre:PidginA70	0	0	371	0	0	371
Ewondo Populaire	NOCODE_Ewondo-Populaire	typ:Alexandra:Vehiculaires-Bantu	0	0	142101	0	0	142101
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	gtd:Kattenbusch:Frankoprovenzalische	0	0	111835	0	0	111835
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	s:Nagy:Faetar	0	0	47646	0	0	47646
Forest Nenets	NOCODE_Forest-Nenets	s:Sammallahti:Nenets	0	0	26074	0	0	26074
Francais Tirailleur	NOCODE_Francais-Tirailleur	s:Wilson:Tirailleur	0	0	35701	0	0	35701
Francais Tirailleur	NOCODE_Francais-Tirailleur	s:Skirgard:Tirailleur	0	0	27088	0	0	27088
Francais Tirailleur	NOCODE_Francais-Tirailleur	s:Anonymous:Tirailleurs	0	0	8784	0	0	8784
Gangou	NOCODE_Gangou	etyp:LideStuart:Gangou	0	0	16536	0	0	16536
Gangou	NOCODE_Gangou	s:Zhu:Gangou	0	0	11910	0	0	11910
Gardiol	NOCODE_Gardiol	s:Morosi:Valdesi-Piemonte	0	0	50904	0	0	50904
Girirra	NOCODE_Girirra	typ:Lemma:Girirra	0	0	0	0	0	0
Goo	NOCODE_Goo	s:Vydrin:Goo	0	0	8488	0	0	8488
Goo	NOCODE_Goo	s:Vydrin:Goo:Neizvestnyj	0	0	3453	0	0	3453
Guaicurian	NOCODE_Guaicurian	es:Baegert:Californien	0	0	1019	0	0	1019
Guaicurian	NOCODE_Guaicurian	s:Zamponi:Waikuri	0	0	14977	0	0	14977
Gubeeher-Gufangor-Gubelor	NOCODE_Gubeeher-Gufangor-Gubelor	styp:Cobbinah:Bainounk-Gubeeher	3.37E-05	4	118546	0	0	118715
Gulf Coast French	NOCODE_Gulf-Coast-French	g:Moreton:MGCF	0	0	113625	0	0	113625
Gurgani	NOCODE_Gurgani	vtyp:Borjian:Gurgan	0	0	15609	0	0	15609
Hachijo	NOCODE_Hachijo	sd:KKK:Hachijo	0	0	33584	0	0	33584
Hachijo	NOCODE_Hachijo	typ:Kaneda:Hachijo	0	0	4654	0	0	4654
Hachijo	NOCODE_Hachijo	sd:Kibe:Hachijo	0	0	20931	0	0	20931
Hezhou	NOCODE_Hezhou	s:Lee-Smith:Hezhou	0	0	133373	0	0	133373
Hezhou	NOCODE_Hezhou	typ:Li:Hui	0	0	6511	0	0	6511
Hezhou	NOCODE_Hezhou	typ:Dwyer:Linxia	0	0	4425	0	0	4425
Hezhou	NOCODE_Hezhou	s:Dwyer:Xunhua	0	0	9909	0	0	9909
Trading Koriki	NOCODE_Hiri-Motu-Trading-Koriki	s:Dutton:Koriki	0	0	19233	0	0	19233
Homshetsma	NOCODE_Homshetsma	s:Vaux:Homshetsma	0	0	215278	0	0	215278
Hungu	NOCODE_Hungu	s:Atkins:Hungu	0	0	3646	0	0	3646
Ipai	NOCODE_Ipai	g:Langdon:Diegueno	0	0	61742	0	0	61742
Ipai	NOCODE_Ipai	g:CouroLangdon:IipayAa	0	0	51408	0	0	51408
Ipai	NOCODE_Ipai	g:Langdon:Diegueno:1966	0	0	55248	0	0	55248
Japhug	NOCODE_Japhug	typ:Jacques:Japhug	0	0	90655	0	0	90655
Jedek	NOCODE_Jedek	ssoc:YagerBurenhult:Jedek	0	0	20485	0	0	20485
Jitotolteco	NOCODE_Jitotolteco	sv:Zavala:Jitotolteco	0	0	8230	0	0	8230
Jizhao	NOCODE_Jizhao	s:LiWu:Jizhao	0	0	1655	0	0	1655
Jordanian Bengali Pidgin Arabic	NOCODE_Jordanian-Bengali-Pidgin-Arabic	s:Al-Salman:Jordanian-Pidgin-Arabic	0	0	17805	0	0	17805
Jordanian Bengali Pidgin Arabic	NOCODE_Jordanian-Bengali-Pidgin-Arabic	s:Al-Haq:Jordanian-Bengali-Pidgin-Arabic	0	0	8335	0	0	8335
Jova	NOCODE_Jova	vtyp:Valinas:Joba	0	0	10171	0	0	10171
Kafr Qasem Sign Language	NOCODE_Kafr-Qasem-Sign	typ:Kastner:Kafr-Qasem-Sign	0	0	14824	0	0	14824
Kajana Sign Language	NOCODE_Kajana-Sign	typ:Cokart:Kajana	0	0	14402	0	0	14402
Kajtak	NOCODE_Kajtak	g:Temirbulatova:Darginskogo	0	0	354778	0	0	354778
Kathlamet	NOCODE_Kathlamet	g:Hymes:Kathlamet-Chinook	0	0	160502	0	0	160502
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	s:Uray:Kamniganische	0	0	17139	0	0	17139
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	s:Janhunen:Khamnigan	0	0	21466	0	0	21466
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	s:Janhunen:Khamnigan:1990	0	0	33011	0	0	33011
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	sd:Yu:Khamnigan-Mongol	0	0	49798	0	0	49798
Khorasan Arabic	NOCODE_Khorasan-Arabic	s:Seeger:Araber-Chorasan	0	0	420553	0	0	420553
Khorasan Arabic	NOCODE_Khorasan-Arabic	s:Dahlgren:Arabkhane	0	0	3694	0	0	3694
Kilen	NOCODE_Kilen	g:Zhang:Kilen	0.000162061	10	61705	0	0	61705
Kilen	NOCODE_Kilen	s:An:Hezhe	0	0	29689	0	0	29689
Kipea	NOCODE_Kipea	typ:Rodrigues:Kariri	0	0	0	0	0	0
Kipea	NOCODE_Kipea	s:Azevedo:Kiriri	0	0	30014	0	0	30014
Kipea	NOCODE_Kipea	typ:deAlbuquerque:Kipea	0	0	226	0	0	226
Kipea	NOCODE_Kipea	s:deGoeje:Kariri	0	0	14247	0	0	14247
Kipea	NOCODE_Kipea	s:Mamiani:Kiriri	0	0	67516	0	0	67516
Kipea	NOCODE_Kipea	s:deGoeje:Kariri:1934	0	0	13612	0	0	13612
Kipea	NOCODE_Kipea	s:deGoeje:Cariri	0	0	15888	0	0	15888
Chinese Pidgin Russian	NOCODE_Kjachta-Pidgin	s:Neumann:Kjachta	0	0	7193	0	0	7193
Chinese Pidgin Russian	NOCODE_Kjachta-Pidgin	s:Jablonska:Chinsko-Rosyjski	0	0	6129	0	0	6129
Chinese Pidgin Russian	NOCODE_Kjachta-Pidgin	s:Shapiro:Chinese-Pidgin-Russian	0	0	18863	0	0	18863
Chinese Pidgin Russian	NOCODE_Kjachta-Pidgin	ssoc:Perexvalskaya:Dalnevostocnyj-Pidzin	0	0	1259	0	0	1259
Chinese Pidgin Russian	NOCODE_Kjachta-Pidgin	s:Perekhvalskaya:Chinese-Pidgin-Russian	2.43E-05	3	123385	0	0	123385
Komi-Yazva	NOCODE_Komi-Yazva	s:Lytkin:Komi	0	0	217931	0	0	217931
Kubachi	NOCODE_Kubachi	g:Magometov:Kubachinskij	0	0	37655	0	0	37655
Kubachi	NOCODE_Kubachi	s:Abakaraova:Kubacinskij	0	0	34529	0	0	34529
Kubachi	NOCODE_Kubachi	s:VamlingTchantouria:Kubachi	0	0	5032	0	0	5032
Lebu Wolof	NOCODE_Lebu	s:Diop:Lebou-Ouakam	0	0	28754	0	0	28754
Light Warlpiri	NOCODE_Light-Warlpiri	s:OShannessy:Light-Warlpiri:2005	0	0	12618	0	0	12618
Light Warlpiri	NOCODE_Light-Warlpiri	s:OShannessy:Light-Warlpiri	0	0	74864	0	0	74864
Lizu	NOCODE_Lizu	s:Chirkova:Lizu	0	0	20773	0	0	20773
Lower-Nosop	NOCODE_Lower-Nosop	s:Bleek:Auni:1937	0	0	7424	0	0	7424
Lower-Nosop	NOCODE_Lower-Nosop	s:Bleek:Auni	0	0	7820	0	0	7820
Lower Richmond	NOCODE_Lower-Richmond	s:Holmer:Bandjalang	0	0	33919	0	0	33919
Lower Riverland	NOCODE_Lower-Riverland	s:Moorhouse:Murray-River	0	0	11771	0	0	11771
Lule	NOCODE_Lule	s:Machoni:Lule	0	0	81446	0	0	81446
Lule	NOCODE_Lule	s:Maccioni:Lule	0	0	86740	0	0	86740
Lwel	NOCODE_Lwel	s:Khang:Lwel	2.62E-05	1	38230	0	0	38230
Maang	NOCODE_Maang	g:Zhou:Moang	0	0	34295	0	0	34295
Maipure	NOCODE_Maipure	s:Hervas:Maipure:1971	0	0	74360	0	0	74360
Maipure	NOCODE_Maipure	s:Zamponi:Maipure	0	0	35731	0	0	35731
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	s:Schuchardt:Mangalore	0	0	7200	0	0	7200
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	st:Dalgado:Indo-Portugues-Ceylao	0	0	79304	0	0	79304
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	s:Smith:Sri-Lanka-Creole-Portguese	0	0	96479	0	0	96479
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	s:Smith:Sri-Lanka-Portuguese	0	0	7971	0	0	7971
Malaweg	NOCODE_Malaweg	s:Reid:Malaweg	0	0	5979	0	0	5979
Malgwa	NOCODE_Malgwa	g:Lohr:Malgwa	0.000111617	11	98551	0	0	98551
Mansim	NOCODE_Mansim	s:Reesink:Mansim	0	0	27987	0	0	27987
Maritime Polynesian Pidgin	NOCODE_Maritime-Polynesian-Pidgin	typsoc:Drechsel:Maritime-Polynesian-Pidgin	0	0	157117	0	0	157117
Middle Indo-Aryan	NOCODE_Middle-Indo-Aryan	sv:Bubenik:Middle-Indo-Aryan:1996	0	0	29526	0	0	29526
Middle Indo-Aryan	NOCODE_Middle-Indo-Aryan	s:Bubenik:Prakrits	4.55E-06	1	219870	0	0	219870
Middle Indo-Aryan	NOCODE_Middle-Indo-Aryan	sv:Bubenik:Apabhramsa	0	0	83285	0	0	83285
Middle Indo-Aryan	NOCODE_Middle-Indo-Aryan	g:Apabhramsa	0	0	133050	0	0	133050
Milang	NOCODE_Milang	s:Tayeng:Milang	0	0	15877	0	0	15877
Millcayac	NOCODE_Millcayac	est:Tornello:Millcayac	0	0	108434	0	0	108434
Millcayac	NOCODE_Millcayac	s:Schuller:Millcayac	0	0	24582	0	0	24582
Mofu-Gudur Sign Language	NOCODE_Mofu-Gudur-Sign-Language	g:Sorin-Barreteau:Mofu-Gudur	0	0	166	0	0	166
Mokpa	NOCODE_Mokpa	s:Mangulu:Mokpa	0	0	7765	0	0	7765
Mpama	NOCODE_Mpama	s:Hulstaert:Mpama	0	0	7106	0	0	7106
Muklom	NOCODE_Muklom	s:Ngemu:Moklum	0	0	8846	0	0	8846
Nati	NOCODE_Nati	s:Crowley:Nati	0	0	11558	0	0	11558
Nese	NOCODE_Nese	s:Crowley:Nese	0	0	4742	0	0	4742
Nese	NOCODE_Nese	g:Takau:Nese	0	0	92330	0	0	92330
Ngochang	NOCODE_Ngochang	s:Nagakura:Ngo-Chang	0	0	9174	0	0	9174
Ngubi	NOCODE_Ngubi	typ:Puech:Ngubi	0	0	2841	0	0	2841
Njanga	NOCODE_Njanga	ssoc:Robson:Njanga	4.59E-05	5	108964	0	0	108964
Northern Hmong	NOCODE_Northern-Hmong	styp:McLaughlin:Hmong-Soud	2.03E-05	1	49169	0	0	49169
Northern Inland Yuin	NOCODE_Northern-Inland-Yuin	typ:MathewsEveritt:South-East-Coast	0	0	7476	0	0	7476
Northern Inland Yuin	NOCODE_Northern-Inland-Yuin	s:Mathews:Gundungurra	0	0	2639	0	0	2639
Northern Pinghua	NOCODE_Northern-Pinghua	g:Li:Zheyuan	0	0	53164	0	0	53164
Northern Pinghua	NOCODE_Northern-Pinghua	g:Liang:Xinhe	0	0	49108	0	0	49108
Nzadi	NOCODE_Nzadi	g:Craneetal:Nzadi	0	0	97060	0	0	97060
Obdorsk Khanty	NOCODE_Obdorsk-Khanty	g:Nikolaeva:Obdorskij-Chantyjskogo	0	0	265350	0	0	265350
Old Bangkok Sign Language	NOCODE_Old-Bangkok-Sign	s:WoodwardSuwanarat:Original-Bangkok-Sign	0	0	1840	0	0	1840
Old Malay	NOCODE_Old-Malay	s:Mahdi:OldMalay	9.94E-06	4	402554	0	0	402554
Old Telugu	NOCODE_Old-Telugu	s:Ramanarasimham:OldTelugu	0	0	9025	0	0	9025
Older Runic	NOCODE_Older-Runic	typ:Braunmuller:Ancient-Nordic	0	0	547	0	0	547
Older Runic	NOCODE_Older-Runic	st:Krause:Runeninschriften	0	0	75621	0	0	75621
Older Runic	NOCODE_Older-Runic	st:Antonsen:Older-Runic	0	0	42295	0	0	42295
Oli-Bidiman	NOCODE_Oli-Bidiman	typ:Ebobisse:Oli	0	0	4122	0	0	4122
Pa Na	NOCODE_Pa-Na	s:Chen:Bana	0	0	3142	0	0	3142
Papuan Pidgin English	NOCODE_Papuan-Pidgin-English	ssoc:Dutton:Papuan-Pidgin	0	0	130948	0	0	130948
Penange	NOCODE_Penange	g:Heath:Penange	1.35E-05	1	74223	0	0	89401
Picuris Northern Tiwa	NOCODE_Picuris-Northern-Tiwa	g:Zaharlick:Picuris	0	0	51469	0	0	51469
Pidgin Chinook Jargon	NOCODE_Pidgin-Chinook-Jargon	sv:Vrzic:Chinook-Hargon-Syntax	0	0	80468	0	0	80468
Pidgin Chinook Jargon	NOCODE_Pidgin-Chinook-Jargon	s:Holton:Chinook	0	0	39227	0	0	39227
Pidgin Chinook Jargon	NOCODE_Pidgin-Chinook-Jargon	s:Hale:Chinook	0	0	25163	0	0	25163
Pidgin Chinook Jargon	NOCODE_Pidgin-Chinook-Jargon	s:Silverstein:ChinookJargon	0	0	31308	0	0	31308
Pidgin Chinook Jargon	NOCODE_Pidgin-Chinook-Jargon	g:Robertson:Chinuk-Wawa	0	0	113717	0	0	113717
Pidgin Chinook Jargon	NOCODE_Pidgin-Chinook-Jargon	sd:Johnson:Chinook-Jargon	0	0	252870	0	0	252870
Pidgin Chinook Jargon	NOCODE_Pidgin-Chinook-Jargon	s:Anderson:Chinook-Jargon	0	0	6971	0	0	6971
Pidgin Chinook Jargon	NOCODE_Pidgin-Chinook-Jargon	s:Grant:Chinuk-Wawa	0.000132996	1	7519	0	0	123385
Pidgin Fijian	NOCODE_Pidgin-Fijian	s:Siegel:Fijian	0	0	24153	0	0	24153
Pidgin Gulf Arabic	NOCODE_Pidgin-Gulf-Arabic	s:Naess:Gulf-Pidgin-Arabic	0	0	32263	0	0	32263
Pidgin Gulf Arabic	NOCODE_Pidgin-Gulf-Arabic	typsoc:Avram:Gulf-Pidgin-Arabic	0	0	10504	0	0	10504
Pidgin Gulf Arabic	NOCODE_Pidgin-Gulf-Arabic	ssoc:Almoaily:Gulf-Pidgin-Arabic	0	0	86231	0	0	86231
Pidgin Hawaiian	NOCODE_Pidgin-Hawaiian	s:BickertonWilson:PidginHawaiian	0	0	7917	0	0	7917
Pidgin Hawaiian	NOCODE_Pidgin-Hawaiian	s:Roberts:Pidgin-Hawaiian	2.43E-05	3	123385	0	0	123385
Herschel Island Eskimo Trade Jargon	NOCODE_Pidgin-Herschel-Eskimo	s:vanderVoort:Eskimo-Pidgin	2.43E-05	3	123385	0	0	123385
Herschel Island Eskimo Trade Jargon	NOCODE_Pidgin-Herschel-Eskimo	s:Stefansson:Eskimo	0	0	6651	0	0	6651
Herschel Island Eskimo Trade Jargon	NOCODE_Pidgin-Herschel-Eskimo	s:vanderVoort:Eskimo:1995	0.000129025	19	147258	0	0	147258
Pidgin Hindustani	NOCODE_Pidgin-Hindustani	s:Siegel:Pidgin-Hindustani:1990	0	0	8184	0	0	8184
Pidgin Hindustani	NOCODE_Pidgin-Hindustani	s:Siegel:Pidgin-Hindustani	2.43E-05	3	123385	0	0	123385
Pidgin Ngarluma	NOCODE_Pidgin-Ngarluma	s:Dench:Ngarluma	0	0	20908	0	0	20908
Pisamira	NOCODE_Pisamira	s:dePerez:Pisamira	0	0	667057	0	0	667057
Queensland Kanaka English	NOCODE_Queensland-Kanaka-English	st:Dutton:Kanakas	0	0	48046	0	0	48046
Qujiang Hakka-Shibei Shaoguan Tuhua	NOCODE_Qujiang-Hakka-Shibei-Shaoguan-Tuhua	sd:Zhang:Lianzhou-Tuhua	0	0	123769	0	0	123769
Qujiang Hakka-Shibei Shaoguan Tuhua	NOCODE_Qujiang-Hakka-Shibei-Shaoguan-Tuhua	ssocd:LiZhuang:Shaoguan-Tuhua	0	0	88863	0	0	88863
Rengmitca	NOCODE_Rengmitca	vtyp:Peterson:Rengmitca	0	0	170121	0	0	170121
Romanian Pidgin Arabic	NOCODE_Romanian-Pidgin-Arabic	s:Avram:Romanian-Pidgin-Arabic	0	0	7353	0	0	7353
Sadu	NOCODE_Sadu	s:BaiWang:Sadu	0	0	5900	0	0	5900
Samoan Plantation Pidgin	NOCODE_Samoan-Plantation-Pidgin	s:Muhlhausler:SPP	0	0	8986	0	0	8986
Samoan Plantation Pidgin	NOCODE_Samoan-Plantation-Pidgin	s:Muhlhausler:Plantation	0	0	18632	0	0	18632
Shiwa	NOCODE_Shiwa	s:Dougere:Chiwa	0	0	38565	0	0	38565
Shiwa	NOCODE_Shiwa	s:Ollomo:Siwe	0	0	27026	0	0	27026
Sisiqa	NOCODE_Sisiqa	s:Ross:Sisiqa	0	0	3333	0	0	3333
South Australian Pidgin English	NOCODE_South-Australian-Pidgin-English	sd:Foster:Aboriginal-English-South-Australia	0	0	59534	0	0	59534
South Lucanian	NOCODE_South-Lucanian	hvs:Lausberg:Sudlukaniens	0	0	135824	0	0	135824
Southeast Maoxian Qiang	NOCODE_Southeast-Maoxian-Qiang	typ:SimsGenetti:Yonghe-Qiang	0	0	15651	0	0	15651
Southern Gumuz	NOCODE_Southern-Gumuz	s:Uzar:Gumuz	0	0	15128	0	0	15128
Southern Gumuz	NOCODE_Southern-Gumuz	s:Uzar:Gumuz:1989	7.50E-06	1	133395	0	0	144478
Southern Pinghua	NOCODE_Southern-Pinghua	s:Xie:Guangxi-Hanyu	0	0	290292	0	0	290292
Southwestern Dargwa	NOCODE_Southwestern-Dargwa	g:SumbatovaMutalov:Dargwa	4.93E-05	5	101324	0	0	101324
Southwestern Dargwa	NOCODE_Southwestern-Dargwa	g:SumbatovaLander:Darginskij	0	0	80654	0	0	80654
Surgut Khanty	NOCODE_Surgut-Khanty	st:Csepregi:Szurguti-Osztjak	0	0	53883	0	0	53883
Surgut Khanty	NOCODE_Surgut-Khanty	typ:Gugan:Szurguti	0	0	74532	0	0	74532
Surgut Khanty	NOCODE_Surgut-Khanty	s:Abondolo:Khanty	0	0	296811	0	0	296811
Surgut Khanty	NOCODE_Surgut-Khanty	phontyp:Honti:Szalimi	0	0	10648	0	0	10648
Syan	NOCODE_Syan	s:Huntingford:Orusyan	0	0	13729	0	0	13729
Taensa	NOCODE_Taensa	g:HaumonteParisotAdam:Taensa	0	0	1241	0	0	1241
Taimyr Pidgin Russian	NOCODE_Taimyr-Pidgin-Russian	s:Wurm:Taimyr	0	0	133373	0	0	133373
Taimyr Pidgin Russian	NOCODE_Taimyr-Pidgin-Russian	ssoc:Stern:Tajmyr-Pidgin	0	0	259189	0	0	259189
Taimyr Pidgin Russian	NOCODE_Taimyr-Pidgin-Russian	s:Stern:Taimyr	0	0	11225	0	0	11225
Tangam	NOCODE_Tangam	g:Post:Tangam	0.000126277	12	95029	0	0	95029
Tangam	NOCODE_Tangam	s:Badu:Tangam	0	0	9575	0	0	9575
Tangwang	NOCODE_Tangwang	s:Lee-Smith:Tangwang	0	0	133373	0	0	133373
Tangwang	NOCODE_Tangwang	sv:Xu:Tangwang	0	0	69324	0	0	69324
Tequistlateco Chontal	NOCODE_Tequistlateco-Chontal	s:deAnguloFreeland:Chontal-Tequixistlan	0	0	8094	0	0	8094
Tetserret	NOCODE_Tetserret	typ:Lux:Tamasheq-Tetserret	0	0	4389	0	0	4389
Tetserret	NOCODE_Tetserret	g:Lux:Tetserret	0	0	168686	0	0	168686
Tiefo-Nyafogo-Numudara	NOCODE_Tiefo-Nyafogo-Numudara	s:Hantgan:Tiefo	0	0	12906	0	0	12906
Tikhak	NOCODE_Tikhak	s:Rekhung:Lungchang	0	0	12915	0	0	12915
Timote-Cuica	NOCODE_Timote-Cuica	s:Rivet:Timote	0	0	15393	0	0	15393
Timote-Cuica	NOCODE_Timote-Cuica	s:Arrieta:Timote	0	0	4767	0	0	4767
Ts'ixa	NOCODE_Tsixa	g:Fehn:Tsixa	9.02E-05	11	121967	0	0	121967
Ts'ixa	NOCODE_Tsixa	typ:Fehn:Tsixa	0	0	6746	0	0	6746
Tule-Kaweah Yokuts	NOCODE_Tule-Kaweah	g:Gamble:Wikchamni	0	0	35532	0	0	35532
Tunisian-Zuwara Berber	NOCODE_Tunisian-Zuwara	typ:Brugnatelli:Eastern-Medieval-Berber	0	0	6325	0	0	6325
Tunisian-Zuwara Berber	NOCODE_Tunisian-Zuwara	g:Gabsi:Shilha	0	0	92235	0	0	92235
Tunisian-Zuwara Berber	NOCODE_Tunisian-Zuwara	s:Brugnatelli:Jerba	0	0	12323	0	0	12323
Tunisian-Zuwara Berber	NOCODE_Tunisian-Zuwara	g:Mitchell:Zuaran	0	0	139986	0	0	139986
Tunumiisiut	NOCODE_Tunumiisiut	sd:RobbeDorais:East-Greenlandic	0	0	86394	0	0	86394
Tunumiisiut	NOCODE_Tunumiisiut	g:Mennecier:Tunumiusut	0	0	224385	0	0	224385
Tunumiisiut	NOCODE_Tunumiisiut	typ:MennecierTersis:Tunumiisut	0	0	3192	0	0	3192
Turku	NOCODE_Turku	s:ToscoOwens:Turku	3.54E-05	1	28258	0	0	28258
Turku	NOCODE_Turku	s:Luffin:Bongor-Arabic	0	0	4316	0	0	4316
Vach-Vasjugan	NOCODE_Vach-Vasjugan	typ:Perrot:Ostiak-Oriental	0	0	5880	0	0	5880
Warrnambool	NOCODE_Warrnambool	sd:Blake:Warrnambool	0	0	22979	0	0	22979
Western Victoria	NOCODE_Western-Victoria	es:Dawson:Victoria	0	0	505	0	0	505
Western Victoria	NOCODE_Western-Victoria	s:Mathews:Tyeddyuwurru	0	0	2281	0	0	2281
Xinca-Guazacapan	NOCODE_Xinca-Guazacapan	g:Sachse:Xinka	0	0	413497	0	0	413497
Xinca-Guazacapan	NOCODE_Xinca-Guazacapan	s:Galvez:Xinca	0	0	29032	0	0	29032
Yagara-Jandai	NOCODE_Yagara	s:Ridley:Turrubul	0	0	3351	0	0	3351
Yimas-Alamblak-Pidgin	NOCODE_Yimas-Alamblak-Pidgin	s:Williams:Yimas-Alamblak	0	0	9238	0	0	9238
Yimas-Arafundi-Pidgin	NOCODE_Yimas-Arafundi-Pidgin	s:Foley:Yimas-Arafundi:2013	2.43E-05	3	123385	0	0	123385
Yokohama Pidgin	NOCODE_Yokohama-Pidgin	s:Avram:Yokohama-Pidgin	0	0	5559	0	0	5559
Yokohama Pidgin	NOCODE_Yokohama-Pidgin	s:Atkinson:Yokohama	0	0	4845	0	0	4845
Yulparija	NOCODE_Yulparija	s:Burridge:Yulparija	0	0	15539	0	0	15539
Yulparija	NOCODE_Yulparija	typ:McKelson:Yulparija	0	0	3976	0	0	3976
Yuputhimri	NOCODE_Yuputhimri	s:Hey:Nggerikudi	0	0	8860	0	0	8860
Zamba	NOCODE_Zamba	s:Kamanda:Zamba	0	0	44025	0	0	44025
Zamba	NOCODE_Zamba	typ:Bokamba:Dzamba	0	0	5393	0	0	5393
Zamuco	NOCODE_Zamuco	s:Lussagnet:Zamuca	0	0	23270	0	0	23270
Zbu	NOCODE_Zbu	typ:Gong:Zbu	0	0	8154	0	0	8154
Zbu	NOCODE_Zbu	s:Sun:Caodeng	0	0	5971	0	0	5971
Zhangzhung	NOCODE_Zhangzhung	g:Haarh:Zhang-Zhung	0	0	20800	0	0	20800
Zhangzhung	NOCODE_Zhangzhung	s:Takeuchi:Zhangzhung	0	0	7572	0	0	7572
Arbëreshë Albanian	aae	g:Camaj:Falconara-Albanese	0	0	45129	0	0	45129
Abu' Arapesh	aah	g:Nekitel:Abu	0	0	219042	0	0	219042
Arifama-Miniafia	aai	s:Oyabua:Miniafia-Oyan	0	0	11127	0	0	11127
Afade	aal	s:Solken:Affadeh	0	0	25576	0	0	25576
Anambé	aan	g:Juliao:Anambe	0	0	33306	0	0	33306
Anambé	aan	typ:Juliao:Anambe:2010	0	0	3869	0	0	3869
Algerian Saharan Arabic	aao	g:GrandHenry:Arabes-Mzab	0	0	51956	0	0	51956
Algerian Saharan Arabic	aao	s:GrandHenry:Saoura	0	0	5909	0	0	5909
Pará Arára	aap	s:deSouza:Arara-Para	0.00012463	4	32095	0	0	32095
Pará Arára	aap	s:deSouza:Arara-Karib	0	0	12141	0	0	12141
Eastern Abenaki	aaq	s:Voorhis:Penobscot	0	0	13489	0	0	13489
Afar	aar	g:Parker:Afar	0	0	74442	0	0	74442
Afar	aar	g:Bliese:Afar:1977	0	0	104172	0	0	104172
Afar	aar	g:Kamil:Afar	0	0	45473	0	0	45473
Afar	aar	s:Bliese:Afar	0	0	292754	0	0	292754
Afar	aar	sd:ParkerHayward:Afar	0	0	200315	0	0	200315
Afar	aar	g:Bliese:Afar	0	0	102366	0	0	102366
Arvanitika Albanian	aat	g:Sasse:Arvanitika	0	0	9648	0	0	9648
Abau	aau	g:Lock:Abau	0	0	134384	0	0	134384
Abau	aau	s:Bailey:Abau	0	0	24773	0	0	24773
Amarasi	aaz	typ:vanKranenburg:Amarasi	0	0	23249	0	0	23249
Abé	aba	g:Gbery:Abbey	0	0	41706	0	0	41706
Bankon	abb	g:Atindogbe:Bankon	0	0	95691	0	0	95691
Western Abenaki	abe	s:Laurent:Abenakis	0	0	34684	0	0	34684
Abidji	abi	s:Hager:Abidji	0	0	41153	0	0	41153
Abidji	abi	g:TresbaratsVick:Abidji	0	0	72036	0	0	72036
Aka-Bea	abj	st:ManTemple:Elaka-Beada	0	0	505	0	0	505
Abkhazian	abk	s:Spruit:Abkhaz	0	0	46024	0	0	46024
Abkhazian	abk	g:Hewitt:Abkhaz:2010	0	0	89304	0	0	89304
Abkhazian	abk	s:Chirikba:Abkhaz	0	0	44942	0	0	44942
Abkhazian	abk	s:Hewitt:Abkhaz	0	0	167103	0	0	167103
Abkhazian	abk	g:Aristava:Abxazskogo	0	0	199647	0	0	199647
